inf, 0
3.12984, 0.0341417
3.14852, 0.0271545
3.14055, 0.0207884
3.14251, 0.0162205
3.14599, 0.0136948
3.13975, 0.0131507
3.13839, 0.0114691
3.14581, 0.0125416
3.14217, 0.011792
3.14071, 0.0107656
3.14095, 0.00983044
3.1384, 0.00939536
3.13909, 0.00872569
3.144, 0.00949323
3.14239, 0.00902399
3.14177, 0.00849983
3.143, 0.00810823
3.14291, 0.00767016
3.1426, 0.00728304
3.14222, 0.00693824
3.14518, 0.00725002
3.14703, 0.00716906
3.14572, 0.0069881
3.14574, 0.0067028
3.14546, 0.00644594
3.14558, 0.00620371
3.1449, 0.00601604
3.14499, 0.00580557
3.14407, 0.00568466
3.14458, 0.00552216
3.14334, 0.00548773
3.14386, 0.00534435
3.14341, 0.00520482
3.14189, 0.00527733
3.14289, 0.00522461
3.14222, 0.00512464
3.14203, 0.00499151
3.14137, 0.00490711
3.14068, 0.00483198
3.14093, 0.00471922
3.14128, 0.0046184
3.14202, 0.00457029
3.14312, 0.00459926
3.14385, 0.00455504
3.14291, 0.00455289
3.14336, 0.00447747
3.14476, 0.00460046
3.14414, 0.0045479
3.14367, 0.00448093
3.14399, 0.00440383
3.14341, 0.00435696
3.14273, 0.00432808
3.14223, 0.00427571
3.14244, 0.00420244
3.14316, 0.00418972
3.14308, 0.00411639
3.14294, 0.00404715
3.14296, 0.00397801
3.14376, 0.00399065
3.14423, 0.00395304
3.14475, 0.0039237
3.14521, 0.00388824
3.14502, 0.00383189
3.14615, 0.00393905
3.14617, 0.00387896
3.14596, 0.00382671
3.14696, 0.00390263
3.14665, 0.00385881
3.14673, 0.00380423
3.14681, 0.00375117
3.14668, 0.00370105
3.14591, 0.00373101
3.146, 0.00368135
3.14562, 0.00365139
3.14558, 0.00360328
3.14539, 0.00356111
3.14477, 0.00356994
3.14462, 0.0035277
3.14426, 0.00350152
3.14434, 0.00345899
3.14356, 0.00350429
3.14362, 0.00346223
3.14346, 0.00342459
3.14385, 0.00340648
3.14431, 0.00339815
3.14436, 0.00335933
3.14384, 0.00336266
3.14429, 0.00335535
3.14417, 0.00331985
3.14412, 0.00328365
3.1441, 0.00324782
3.14432, 0.00322065
3.14448, 0.00318995
3.14477, 0.00316947
3.14456, 0.00314304
3.14388, 0.00318465
3.1442, 0.00316783
3.14444, 0.00314487
3.14464, 0.00311976
