1, 1.00006, 0
2, 0.999848, 0.000210024
3, 0.99994, 0.000152099
4, 0.999963, 0.000109884
5, 1.00005, 0.000121761
6, 1.00003, 0.000101388
7, 1.00001, 8.80481e-05
8, 1.00005, 8.52903e-05
9, 1.00004, 7.52921e-05
10, 1.00002, 7.1066e-05
11, 1.00005, 6.84812e-05
12, 1.00005, 6.26077e-05
13, 1.00004, 5.81824e-05
14, 1.00002, 5.61802e-05
15, 1.00002, 5.29784e-05
16, 1, 5.11568e-05
17, 1.00002, 5.04646e-05
18, 1.00002, 4.76931e-05
19, 1, 5.0446e-05
20, 0.99999, 4.8839e-05
21, 0.999992, 4.65248e-05
22, 0.999994, 4.43783e-05
23, 0.999993, 4.24061e-05
24, 0.999991, 4.06579e-05
25, 0.999984, 3.9727e-05
26, 0.999974, 3.93007e-05
27, 0.999988, 4.01318e-05
28, 0.999985, 3.8769e-05
29, 0.999989, 3.76024e-05
30, 0.999991, 3.64263e-05
31, 0.999997, 3.5754e-05
32, 1, 3.4709e-05
33, 1, 3.37554e-05
34, 0.999999, 3.29811e-05
35, 0.999992, 3.27093e-05
36, 0.999988, 3.20553e-05
37, 0.999983, 3.16676e-05
38, 0.999978, 3.1189e-05
39, 0.999978, 3.03788e-05
40, 0.999979, 2.96442e-05
41, 0.999976, 2.90595e-05
42, 0.999971, 2.89091e-05
43, 0.999971, 2.82376e-05
44, 0.999973, 2.76109e-05
45, 0.999977, 2.73918e-05
46, 0.999975, 2.68691e-05
47, 0.999974, 2.63352e-05
48, 0.999978, 2.62155e-05
49, 0.999981, 2.57951e-05
50, 0.99999, 2.68516e-05
51, 0.999988, 2.6412e-05
52, 0.999989, 2.59134e-05
53, 0.999991, 2.55651e-05
54, 0.999988, 2.52969e-05
55, 0.999993, 2.52798e-05
56, 0.999991, 2.49224e-05
57, 0.999992, 2.45317e-05
58, 0.999991, 2.41579e-05
59, 0.99999, 2.37495e-05
60, 0.999994, 2.36934e-05
61, 0.999993, 2.33534e-05
62, 0.999992, 2.29853e-05
63, 0.999998, 2.33586e-05
64, 0.999999, 2.30242e-05
65, 0.999994, 2.32219e-05
66, 0.999989, 2.32833e-05
67, 0.999989, 2.29368e-05
68, 0.999986, 2.27676e-05
69, 0.99998, 2.33792e-05
70, 0.99998, 2.30467e-05
71, 0.999982, 2.27609e-05
72, 0.999977, 2.28737e-05
73, 0.999976, 2.26098e-05
74, 0.999977, 2.23805e-05
75, 0.999979, 2.21381e-05
76, 0.999981, 2.19398e-05
77, 0.999983, 2.17455e-05
78, 0.99998, 2.1704e-05
79, 0.999977, 2.16196e-05
80, 0.999977, 2.13492e-05
81, 0.999977, 2.10853e-05
82, 0.999975, 2.09388e-05
83, 0.999977, 2.08148e-05
84, 0.999975, 2.06619e-05
85, 0.999976, 2.04223e-05
86, 0.999975, 2.01864e-05
87, 0.999975, 1.99538e-05
88, 0.999974, 1.97596e-05
89, 0.999972, 1.96731e-05
90, 0.999968, 1.98175e-05
91, 0.99997, 1.9649e-05
92, 0.999969, 1.9436e-05
93, 0.999972, 1.94181e-05
94, 0.999973, 1.92281e-05
95, 0.999973, 1.90326e-05
96, 0.999975, 1.88741e-05
97, 0.999975, 1.86867e-05
98, 0.999976, 1.8521e-05
99, 0.999973, 1.86722e-05
100, 0.999973, 1.84849e-05
101, 0.999975, 1.84648e-05
102, 0.999975, 1.82834e-05
103, 0.999975, 1.81115e-05
104, 0.999977, 1.8042e-05
105, 0.999977, 1.78789e-05
106, 0.99998, 1.79689e-05
107, 0.999979, 1.78292e-05
108, 0.999978, 1.76775e-05
109, 0.999978, 1.75159e-05
110, 0.999978, 1.73587e-05
111, 0.999982, 1.75914e-05
112, 0.99998, 1.75355e-05
113, 0.999983, 1.77005e-05
114, 0.999982, 1.75854e-05
115, 0.99998, 1.75388e-05
116, 0.999979, 1.74334e-05
117, 0.999983, 1.77061e-05
118, 0.999983, 1.75575e-05
119, 0.999986, 1.76269e-05
120, 0.999984, 1.7555e-05
121, 0.999984, 1.74111e-05
122, 0.999983, 1.7272e-05
123, 0.999982, 1.71876e-05
124, 0.999982, 1.70501e-05
125, 0.999982, 1.69133e-05
126, 0.999981, 1.67996e-05
127, 0.999982, 1.67113e-05
128, 0.999982, 1.65802e-05
129, 0.999983, 1.64807e-05
130, 0.999983, 1.63587e-05
131, 0.999982, 1.62509e-05
132, 0.999983, 1.61706e-05
133, 0.999985, 1.61249e-05
134, 0.999982, 1.6162e-05
135, 0.999983, 1.60432e-05
136, 0.999984, 1.59917e-05
137, 0.999983, 1.58981e-05
138, 0.999984, 1.57911e-05
139, 0.999986, 1.58295e-05
140, 0.999985, 1.5753e-05
141, 0.999986, 1.56788e-05
142, 0.999986, 1.55694e-05
143, 0.999988, 1.56412e-05
144, 0.999988, 1.55324e-05
145, 0.999989, 1.54396e-05
146, 0.999988, 1.534e-05
147, 0.999989, 1.52363e-05
148, 0.999988, 1.51721e-05
149, 0.999989, 1.51494e-05
150, 0.999992, 1.52512e-05
